,id,text,author
10559,id20678,"When I awoke it rained: I was already quite wet, and my limbs were stiff and my head giddy with the chill of night.",Mary Wollstonecraft Shelley 
6295,id23606,"They retired and I turned towards my friend, but he was sunk in languor and almost deprived of life.",Mary Wollstonecraft Shelley 
18323,id23107,We returned together to the palace.,Mary Wollstonecraft Shelley 
14246,id25548,"He looked on the peasant, who began to tremble, while he still gazed; his knees knocked together; his teeth chattered.",Mary Wollstonecraft Shelley 
19036,id13425,"Why, otherwise, since it was about dusk, should she make a point of the haste?",Edgar Alan Poe
7165,id08342,"""I paid especial attention to a large writing table near which he sat, and upon which lay confusedly, some miscellaneous letters and other papers, with one or two musical instruments and a few books.",Edgar Alan Poe
12628,id15845,"He put his hands up to them, but found that they did not even approximately fit.",HP Lovecraft
5883,id10381,"Sometimes it enters directly into the composition of the events, while sometimes it relates only to their fortuitous position among persons and places.",HP Lovecraft
3810,id16629,The valet now threw open a door and ushered me into the presence of his master.,Edgar Alan Poe
11876,id18183,"His mind was tired, but I am always a German, and was quick to notice two things; that the U was standing the deep sea pressure splendidly, and that the peculiar dolphins were still about us, even at a depth where the existence of high organisms is considered impossible by most naturalists.",HP Lovecraft
8023,id01009,"So as the hour grew dangerously near to dawn, we did as we had done with the others dragged the thing across the meadows to the neck of the woods near the potter's field, and buried it there in the best sort of grave the frozen ground would furnish.",HP Lovecraft
1765,id00221,"Yet in fact in the fact of the world's view how little was there to remember The morning's awakening, the nightly summons to bed; the connings, the recitations; the periodical half holidays, and perambulations; the play ground, with its broils, its pastimes, its intrigues; these, by a mental sorcery long forgotten, were made to involve a wilderness of sensation, a world of rich incident, an universe of varied emotion, of excitement the most passionate and spirit stirring.",Edgar Alan Poe
8055,id08262,As yet western Europe was uninfected; would it always be so?,Mary Wollstonecraft Shelley 
18221,id02991,By slow degrees however we were drawn to the real interest of the scene.,Mary Wollstonecraft Shelley 
2162,id15316,"The building was full of a frightful stench which Dr. Armitage knew too well, and the three men rushed across the hall to the small genealogical reading room whence the low whining came.",HP Lovecraft
483,id17426,"""Shocking"" said the youth, calmly, and turned quietly into the chateau.",Edgar Alan Poe
1696,id27111,Closet after closet drawer after drawer corner after corner were scrutinized to no purpose.,Edgar Alan Poe
13419,id00004,"He might see, perhaps, one or two points with unusual clearness, but in so doing he, necessarily, lost sight of the matter as a whole.",Edgar Alan Poe
10851,id21481,"Yet none of the defaced human forms which I distinguished, could be Raymond; so I turned my eyes away, while my heart sickened within me.",Mary Wollstonecraft Shelley 
7034,id03277,"The nearer I approached to your habitation, the more deeply did I feel the spirit of revenge enkindled in my heart.",Mary Wollstonecraft Shelley 
4726,id17935,"She refused with a smile, reminding him that for the present his sister had promised to be patient.",Mary Wollstonecraft Shelley 
14907,id19440,"After passing several hours, we returned hopeless, most of my companions believing it to have been a form conjured up by my fancy.",Mary Wollstonecraft Shelley 
4425,id25640,"I will not say, then, commence with the moment of life's cessation but commence with that sad, sad instant when, the fever having abandoned you, you sank into a breathless and motionless torpor, and I pressed down your pallid eyelids with the passionate fingers of love.",Edgar Alan Poe
4103,id26462,"But when I went to Sinara I found the dromedary men all drunken and ribald, and saw that their songs were not as mine, so I travelled in a barge down the Xari to onyx walled Jaren.",HP Lovecraft
17458,id06407,"At last, with slow and heavy steps, I had paced out of the hall, and sprung upon my horse.",Mary Wollstonecraft Shelley 
2573,id03746,"I was their plaything and their idol, and something better their child, the innocent and helpless creature bestowed on them by heaven, whom to bring up to good, and whose future lot it was in their hands to direct to happiness or misery, according as they fulfilled their duties towards me.",Mary Wollstonecraft Shelley 
9693,id14501,The latter end is only pursued when it seems coincident with the former.,Edgar Alan Poe
3718,id17593,But man is a strange animal.,Mary Wollstonecraft Shelley 
12858,id20557,"Parks had helped him get the key from the old box containing it, and had felt strangely affected by the grotesque carvings on the box, and by some other odd quality he could not name.",HP Lovecraft
15874,id17748,"It seems these Kanakys was sacrificin' hEdgar Alan Poes o' their young men an' maidens to some kind o' god things that lived under the sea, an' gittin' all kinds o' favour in return.",HP Lovecraft
10162,id00654,"From the hour of the accident till July we drifted constantly to the south, almost without plans and encountering no vessel.",HP Lovecraft
5709,id15339,"They are vain, I know; how very vain in their attempt to soothe or comfort me.",Mary Wollstonecraft Shelley 
14269,id00720,"But now, at last, he had not only found an accessible copy but had made it his own at a ludicrously low figure.",HP Lovecraft
976,id07532,"It was formed of a single, broad and thick plank of the tulip wood.",Edgar Alan Poe
9094,id16408,"He heard with attention the little narration concerning my studies and smiled at the names of Cornelius Agrippa and Paracelsus, but without the contempt that M. Krempe had exhibited.",Mary Wollstonecraft Shelley 
9311,id23895,"We could inflict no punishment so severe, and we would inflict it, but for the boredom which we should cause our readers in so doing.",Edgar Alan Poe
9219,id12639,"Being now assured of her absence, I returned with a palpitating heart to the scene of my disaster.",Edgar Alan Poe
2270,id12155,"For some reason, he determined that nobody shall have any thing to do with the proceedings but himself, and he has elbowed the male relatives out of the way, according to their representations, in a very singular manner.",Edgar Alan Poe
12316,id05426,"The silver cord was not for ever loosed, nor the golden bowl irreparably broken.",Edgar Alan Poe
4526,id27804,"These, having their backs on the hills, must look, of course, to the centre of the plain, which is just sixty yards from the front door of each dwelling.",Edgar Alan Poe
16714,id19912,"In the coffin lay an amulet of curious and exotic design, which had apparently been worn around the sleeper's neck.",HP Lovecraft
16570,id08775,"The singing was interrupted by laughing and talking; never was merry ditty so sadly timed, never laughter more akin to tears.",Mary Wollstonecraft Shelley 
12879,id21171,"Additional grottoes had been found, and the yield of yellow metal was exceedingly great; so that a mighty and heterogeneous army of miners toiled day and night in the numerous passages and rock hollows.",HP Lovecraft
12732,id06542,"Soon some people, deputed by the magistrates, came to remove the body; the unfortunate being saw a jailor in each he fled precipitately, while I passed onwards to the Castle.",Mary Wollstonecraft Shelley 
